Crown Worldwide Moving & Storage - Union City,Office/Retail,510-895-8050,32001 Dowe Avenue,Union City,94587,"32001 Dowe Avenue
Union City, CA 94587
(37.58912124700049, -122.0448973719997)"
Cultivating Capital,Office/Retail,510-485-9164,"2150 Allston Way, #400",Berkeley,94704,"2150 Allston Way, #400
Berkeley, CA 94704
(37.86953543800047, -122.26670798099968)"
Cultured,Restaurant,510-540-5185,"800 Bancroft Way, #105",Berkeley,94710,"800 Bancroft Way, #105
Berkeley, CA 94710
(37.86336308500046, -122.29672475899969)"
Curtis Instruments,Office/Retail,9259611088,235 E. Airway Blvd.,Livermore,94551,"235 E. Airway Blvd.
Livermore, CA 94551
(37.69705855100045, -121.80106122399968)"
Custom Print Inc. dba AdvancedPrinting,Printer,925-462-7055,1183 Quarry Lane,Pleasanton,94566,"1183 Quarry Lane
Pleasanton, CA 94566
(37.67166995000048, -121.8656245519997)"
Cutting Edge Capital,Office/Retail,510-834-4530,436 14th St. #1120,Oakland,94612,"436 14th St. #1120
Oakland, CA 94612
(37.80417695400047, -122.2707684239997)"
CVSan (Castro Valley Sanitary District),Office/Retail,5105370757,20140 Marshall St.,Castro Valley,94546,"20140 Marshall St.
Castro Valley, CA 94546
(37.69884997300045, -122.06559269999968)"
Dakota Press,Printer,510.895.1300,14400 Doolittle Drive,San Leandro,94577,"14400 Doolittle Drive
San Leandro, CA 94577
(37.69519824700046, -122.17378304799968)"
Dana Meyer Auto Care,Auto Repair,5105271938,660 San Pablo Ave.,Albany,94706,"660 San Pablo Ave.
Albany, CA 94706
(37.89444080700048, -122.30032181199971)"
"David Brower Center, Management Office",Office/Retail,510-486-0286,2150 Allston Way,Berkeley,94704,"2150 Allston Way
Berkeley, CA 94704
(37.86953543800047, -122.26670798099968)"
David Thorne Landscape Architect,Landscaper,510-451-6161,3315 Grand Avenue,Oakland,94610,"3315 Grand Avenue
Oakland, CA 94610
(37.812677461000476, -122.24720696499969)"
Del Conte's Landscaping,Landscaper,510-353-6030,41900 Boscell Road,Fremont,94538,"41900 Boscell Road
Fremont, CA 94538
(37.50766536600048, -121.98062119599967)"
Delgado Hauling and Cleaning Services,Office/Retail,510-282-2142,3621 Dimond Ave Apt 3,Oakland,94602,"3621 Dimond Ave Apt 3
Oakland, CA 94602
(37.80256260400046, -122.21658050199972)"
Delta Products Corporation - Fremont,Office/Retail,5106685100,4405 Cushing Parkway,Fremont,94538,"4405 Cushing Parkway
Fremont, CA 94538
(37.48988795500048, -121.9527437969997)"
Dental Comfort,Dentist,510-490-4300,4150 Walnut Ave,Fremont,94538,"4150 Walnut Ave
Fremont, CA 94538
(37.54596558500049, -121.98234688499969)"
"Design Energy Group, LLC",Office/Retail,925.271.9302,7020 Koll Center Parkway Suite 100,Pleasanton,94566,"7020 Koll Center Parkway Suite 100
Pleasanton, CA 94566
(37.66201701200049, -121.90167797899971)"
Devco-Design & Construction & Energy Management,Home Remodel,510-652-6066,3195 Adeline Street,Berkeley,94703,"3195 Adeline Street
Berkeley, CA 94703
(37.85094099800045, -122.27056470599967)"
dFares,Office/Retail,5102702127,"43575 Mission Blvd., Ste. 427",Fremont,94539,"43575 Mission Blvd., Ste. 427
Fremont, CA 94539
(37.52854810700046, -121.91873860799973)"
DNV GL - Oakland,Office/Retail,510-891-0446,"155 Grand Ave., Suite 500",Oakland,94612,"155 Grand Ave., Suite 500
Oakland, CA 94612
(37.811103382000454, -122.26385384099973)"
Dollars & Sense Taxes & Accounting,Office/Retail,510-444-9555,"1611 Telegraph Ave, #1010",Oakland,94612,"1611 Telegraph Ave, #1010
Oakland, CA 94612
(37.80631836700047, -122.27042257699969)"
Donahue Gallagher Woods LLP,Office/Retail,510-451-0544,"1999 Harrison Street, 25th Floor",Oakland,94612,"1999 Harrison Street, 25th Floor
Oakland, CA 94612
(37.807537125000465, -122.26475636099968)"
DoubleTree by Hilton Berkeley Marina,Hotel,5105487920,200 Marina Blvd,Berkeley,94710,"200 Marina Blvd
Berkeley, CA 94710
(37.86865502700044, -122.31315844199969)"
Downtown Berkeley Inn,Hotel,510-843-4043,2001 Bancroft Way,Berkeley,94704,"2001 Bancroft Way
Berkeley, CA 94704
(37.867317828000466, -122.26997368599973)"
Drafting Cafe,Office/Retail,510-457-5086,2701 13th Ave,Oakland,94606,"2701 13th Ave
Oakland, CA 94606
(37.79845980900046, -122.23596454899968)"
DRAGA Designs,Office/Retail,510-473-4002,2128 108th Avenue,Oakland,94603,"2128 108th Avenue
Oakland, CA 94603
(37.73993339600048, -122.15717170299968)"
Dublin San Ramon Services District Administrative Office,Office/Retail,(925) 828-0515,7051 Dublin Blvd.,Dublin,94568,"7051 Dublin Blvd.
Dublin, CA 94568
(37.70566317200047, -121.92070446599968)"
East Bay Cohousing,Office/Retail,510-549-8790,"2220 Sacramento St., Unit N",Berkeley,94702,"2220 Sacramento St., Unit N
Berkeley, CA 94702
(37.8664863730005, -122.28169341799969)"
East Bay Community Foundation,Office/Retail,510-208-3391,200 Frank H. Ogawa Plaza,Oakland,94612,"200 Frank H. Ogawa Plaza
Oakland, CA 94612
(37.805706028000486, -122.27201797599969)"
East Bay Regional Park District Lake Chabot Corporation Yard,Auto Repair,510-690-6670,17900 Lake Chabot Road,Castro Valley,94546,"17900 Lake Chabot Road
Castro Valley, CA 94546
(37.713614935000464, -122.09934582199969)"
"East Bay Regional Park District, Exhibit Design",Office/Retail,510-544-3190,1252 McKay Avenue,Alameda,,"1252 McKay Avenue
Alameda, CA 94501-7805
(37.76907157000045, -122.27839478799973)"
EBMUD Fleet Maintenance,Auto Repair,510-287-0878,1199 21st St.,Oakland,94607,"1199 21st St.
Oakland, CA 94607
(37.81461634800047, -122.28536058299972)"
EBMUD Reprographics,Printer,510-986-7705,"1200 21st Street, MS 54-A",Oakland,94607,"1200 21st Street, MS 54-A
Oakland, CA 94607
(37.814817690000496, -122.28598334899971)"
Ecfloro,Office/Retail,510-463-1477,505 Lancaster St. #1,Oakland,94601,"505 Lancaster St. #1
Oakland, CA 94601
(37.77150044400048, -122.23018888399969)"
EcoHome Improvement,Office/Retail,5106443500,2619 San Pablo Ave.,Berkeley,94702,"2619 San Pablo Ave.
Berkeley, CA 94702
(37.85863018400045, -122.28866722099968)"
Ecology Center Environmental Resource Center,Office/Retail,(510) 548-2220,2530 San Pablo Avenue,Berkeley,94702,"2530 San Pablo Avenue
Berkeley, CA 94702
(37.86005976600046, -122.28933167499969)"
Ecology Center Recycling Program,Auto Repair,5105275555,1231 2nd St.,Berkeley,94710,"1231 2nd St.
Berkeley, CA 94710
(37.87930873300047, -122.30598947199968)"
Economic and Planning Systems,Office/Retail,510-841-9190,2501 9th Street,Berkeley,94710,"2501 9th Street
Berkeley, CA 94710
(37.86057356400045, -122.2917649479997)"
EDesignC,Office/Retail,510-433-0913,212 9th St.,Oakland,94607,"212 9th St.
Oakland, CA 94607
(37.79876657200049, -122.26786898999973)"
Electrical Workers Union â€“ IBEW 595,Office/Retail,925-556-0595,6250 Village Parkway,Dublin,94568,"6250 Village Parkway
Dublin, CA 94568
(37.70424713600045, -121.92196809899968)"
"Electro Imaging Systems (EIS), Inc.",Office/Retail,9253714100,6553 Las Positas Rd.,Livermore,94551,"6553 Las Positas Rd.
Livermore, CA 94551
(37.705274285000485, -121.71421229199973)"
Electrocompaniet Inc.,Office/Retail,510-291-1222,97 Linden St,Oakland,94607,"97 Linden St
Oakland, CA 94607
(37.79967625700044, -122.28740846999972)"
eLock Technologies,Office/Retail,510-549-2853,800 Heinz Ave #11,Berkeley,94710,"800 Heinz Ave #11
Berkeley, CA 94710
(37.85305398300045, -122.29381348099969)"
ELS Architecture and Urban Design,Home Remodel,510-549-2929,2040 Addison Street,Berkeley,94704,"2040 Addison Street
Berkeley, CA 94704
(37.87091002000045, -122.27005428399968)"
"Emerald Packaging, Inc",Small Manufacturer,510-429-5700,33050 Western Avenue,Union City,94587,"33050 Western Avenue
Union City, CA 94587
(37.60141077500049, -122.03242495099971)"
Emeryville Chamber of Commerce,Office/Retail,510-652-5223,3980 Harlan St.,Emeryville,94608,"3980 Harlan St.
Emeryville, CA 94608
(37.830223797000485, -122.28316376599969)"
"Endodontic Care Center, Dr. James Y.S. Ho",Dentist,510-848-2001,3017 Telegraph Ave #200,Berkeley,94705,"3017 Telegraph Ave #200
Berkeley, CA 94705
(37.85552703100046, -122.25972498899972)"
Energy Solutions,Office/Retail,510-482-4420,"449 15th St, Ste. 200",Oakland,94612,"449 15th St, Ste. 200
Oakland, CA 94612
(37.80512448200045, -122.27024017699972)"
Energy Solutions,Office/Retail,510-482-4420,1610 Harrison St.,Oakland,94612,"1610 Harrison St.
Oakland, CA 94612
(37.80483311800049, -122.26635176099973)"
Environmental & Public Health Consulting,Office/Retail,5107697008,1246 Saint Charles Street,Alameda,94501,"1246 Saint Charles Street
Alameda, CA 94501
(37.76826921000048, -122.2660142039997)"
Environmental Vision,Office/Retail,510-540-4882,"2550 Ninth St, Ste 205",Berkeley,94710,"2550 Ninth St, Ste 205
Berkeley, CA 94710
(37.85951020000044, -122.29150151399972)"
EnviroSystems Group,Office/Retail,510-531-5377,154 Frisbie Street #3,Oakland,94611,"154 Frisbie Street #3
Oakland, CA 94611
(37.81840526600047, -122.25877509299971)"
Equilibrium Energy + Design,Office/Retail,510-931-6361,214 Grand Ave #34,Oakland,94610,"214 Grand Ave #34
Oakland, CA 94610
(37.81043300500045, -122.26008978699969)"
ESA,Office/Retail,510-839-5066,"350 Frank H. Ogawa Plaza, Suite 300",Oakland,94612,"350 Frank H. Ogawa Plaza, Suite 300
Oakland, CA 94612
(37.80564325300048, -122.2716484399997)"
ESA,Office/Retail,510-839-5066,350 Frank Ogawa Plaza Suite 300,Oakland,94612,"350 Frank Ogawa Plaza Suite 300
Oakland, CA 94612
(37.80648315500048, -122.26912945299972)"
Escuela Bilingue Internacional - Emeryville,Schools,510-653-3324,4550 San Pablo,Emeryville,94608,"4550 San Pablo
Emeryville, CA 94608
(37.83530086900049, -122.28114740499973)"
Escuela Bilingue Internacional - Oakland,Schools,510-653-3324,410 Alcatraz Avenue,Oakland,94609,"410 Alcatraz Avenue
Oakland, CA 94609
(37.8506437530005, -122.2573474889997)"
Essentia,Office/Retail,510-525-6300,1799D 4th Street,Berkeley,94710,"1799D 4th Street
Berkeley, CA 94710
(37.87043646000046, -122.30074287699972)"
Everett Graphics,Printer,510-577-6777,7300 Edgewater Drive,Oakland,94621,"7300 Edgewater Drive
Oakland, CA 94621
(37.74595138000046, -122.2064857799997)"
Evergreen Printing,Printer,(510) 482-4547,2412 Palmetto Street,Oakland,94602,"2412 Palmetto Street
Oakland, CA 94602
(37.799067411000465, -122.21461201399973)"
Excel Graphics,Printer,510-522-0462,1825 Clement Avenue,Alameda,94501,"1825 Clement Avenue
Alameda, CA 94501
(37.77506008100045, -122.2502085159997)"
EXP Pharmaceutical Services Corp.,Office/Retail,5109330936,48021 Warm Springs Blvd.,Fremont,94539,"48021 Warm Springs Blvd.
Fremont, CA 94539
(37.47463973100048, -121.92088589799971)"
Fair Trade USA,Office/Retail,(510) 663-5260,"1500 Broadway, Suite 400",Oakland,94612,"1500 Broadway, Suite 400
Oakland, CA 94612
(37.80564325300048, -122.2703420359997)"
FA-LA-LA LLC,Restaurant,510-704-0454,2518-B Durant Ave,Berkeley,94704,"2518-B Durant Ave
Berkeley, CA 94704
(37.86784948500048, -122.2585074059997)"
Farley's East,Restaurant,510-835-7898,33 Grand Avenue,Oakland,94612,"33 Grand Avenue
Oakland, CA 94612
(37.8114166310005, -122.26624900099972)"
Farley's on 65th,Restaurant,510-879-7026,1195 65th Street,Emeryville,94608,"1195 65th Street
Emeryville, CA 94608
(37.84744343600045, -122.28809396699972)"
Fellini Coffeebar,Restaurant,510-708-1058,1401 University Avenue,Berkeley,94702,"1401 University Avenue
Berkeley, CA 94702
(37.87024805700048, -122.28393313599969)"
FIFO@Haas,Restaurant,510-649-1633,2220 Piedmont Ave,Berkeley,94720,"2220 Piedmont Ave
Berkeley, CA 94720
(37.871072865000485, -122.25280101699968)"
Filippo's - Oakland,Restaurant,510-601-8646,5400 College Avenue,Oakland,94618,"5400 College Avenue
Oakland, CA 94618
(37.840333425000495, -122.25130502199971)"
First Street Ale House,Restaurant,925-371-6588,2106 First Street,Livermore,94550,"2106 First Street
Livermore, CA 94550
(37.681376093000495, -121.7697580849997)"
Five Little Monkeys,Office/Retail,5105284411,1224 Solano Ave.,Albany,94706,"1224 Solano Ave.
Albany, CA 94706
(37.89046570000045, -122.29495840099969)"
Flowers & Errands,Office/Retail,510 689 4437,Frank Ogawa Plaza Kiosk A,Oakland,94612,"Frank Ogawa Plaza Kiosk A
Oakland, CA 94612
(37.80648315500048, -122.26912945299972)"
Flowing River Clinic,Office/Retail,510-893-2929,2929 Summit Street Suite 102,Oakland,94609,"2929 Summit Street Suite 102
Oakland, CA 94609
(37.81834841500046, -122.2648428229997)"
"FolgerGraphics, Inc.",Printer,5108875656,21093 Forbes Avenue,Hayward,94545,"21093 Forbes Avenue
Hayward, CA 94545
(37.64724979400046, -122.13311397599972)"
Four Points Sheraton,Hotel,510-547-7888,1603 Powell Street,Emeryville,94608,"1603 Powell Street
Emeryville, CA 94608
(37.83867288300047, -122.29349487499968)"
Fox Courts - RCD/JSCo,Property Managers,510-433-0987,550 18th Street,Oakland,94612,"550 18th Street
Oakland, CA 94612
(37.80786486800048, -122.2716690099997)"
Freehouse,Restaurant,5106472300,2700 Bancroft Way,Berkeley,94704,"2700 Bancroft Way
Berkeley, CA 94704
(37.86934903800045, -122.2539777929997)"
Freight & Salvage Coffeehouse,Office/Retail,(510) 644-2020,2020 Addison Street,Berkeley,94704,"2020 Addison Street
Berkeley, CA 94704
(37.870879957000454, -122.27028171099971)"
Fremont Bank Operations Center,Office/Retail,510-723-5940,25151 Clawiter Road,Hayward,94545,"25151 Clawiter Road
Hayward, CA 94545
(37.63743235300046, -122.11978056899972)"
Full Court Press Communications,Office/Retail,510-465-8294,"409 13th Street, 13th Floor",Oakland,94612,"409 13th Street, 13th Floor
Oakland, CA 94612
(37.80329456900046, -122.27085962399968)"
Gather Restaurant,Restaurant,510-809-0400,2200 Oxford Street,Berkeley,94704,"2200 Oxford Street
Berkeley, CA 94704
(37.86960920600046, -122.26594219199973)"
Gaumenkitzel,Restaurant,510-6475016,2121 San Pablo Ave,Berkeley,94702,"2121 San Pablo Ave
Berkeley, CA 94702
(37.86754049700045, -122.29153704599969)"
Geoffrey Holton & Associates,Home Remodel,510-663-9797,1743 Alcatraz Avenue,Berkeley,94703,"1743 Alcatraz Avenue
Berkeley, CA 94703
(37.84863732000048, -122.2724135689997)"
Geoffrey Holton & Associates,Office/Retail,510-663-9797,"339 15th Street, Suite 212",Oakland,94612,"339 15th Street, Suite 212
Oakland, CA 94612
(37.80420578100046, -122.26787904099967)"
Gerlind Institute for Cultural Studies,Office/Retail,(510) 430-2673,2128 108th Ave.,Oakland,94603,"2128 108th Ave.
Oakland, CA 94603
(37.73993339600048, -122.15717170299968)"
Gingerleaf Floral,Office/Retail,510-406-2638,397 43rd St.,Oakland,94609,"397 43rd St.
Oakland, CA 94609
(37.831913457000496, -122.25866612699969)"
Give Something Back - Oakland,Office/Retail,800-261-2619,7730 Pardee Lane,Oakland,94621,"7730 Pardee Lane
Oakland, CA 94621
(37.74254501900049, -122.20556549299971)"
Give Something Back - WH,Office/Retail,800-261-2619,2986 Alvarado Street unit H,San Leandro,94577,"2986 Alvarado Street unit H
San Leandro, CA 94577
(37.705965140000444, -122.15240515799968)"
Go Green Now LLC,Cleaning Services,510-472-9327,425 Creighton Way,Oakland,94619,"425 Creighton Way
Oakland, CA 94619
(37.799797008000496, -122.17963639899972)"
Golden Gate Litho,Printer,510-568-5335,11144 Golf Links Road,Oakland,94605,"11144 Golf Links Road
Oakland, CA 94605
(37.75032777300049, -122.12357237299972)"
Gorgeous and Green Events,Office/Retail,510-665 7974,2524 San Pablo Ave,Berkeley,94702,"2524 San Pablo Ave
Berkeley, CA 94702
(37.860390818000496, -122.28944344899969)"
Goza Gear Screen Printing & Embroidery,Small Manufacturer,8008849994,"60 Rickenbacker Circle, Unit B",Livermore,94551,"60 Rickenbacker Circle, Unit B
Livermore, CA 94551
(37.69101846500047, -121.80359939299973)"
Grace Street Catering,Restaurant,510-523-1600,4629 Martin Luther King Jr. Way,Oakland,94609,"4629 Martin Luther King Jr. Way
Oakland, CA 94609
(37.83468083800045, -122.26721809299971)"
Grandma's Garage,Auto Repair,510-527-1065,821 Gilman St.,Berkeley,94710,"821 Gilman St.
Berkeley, CA 94710
(37.879337216000465, -122.30162466199971)"
Gratitude Gourmet,Office/Retail,4089100055,36262 Crystal Springs Dr.,Newark,94560,"36262 Crystal Springs Dr.
Newark, CA 94560
(37.533929041000476, -122.0597575699997)"
Green & Healthy Cleaning Solutions,Cleaning Services,510-379-6457,2312 35th Avenue,Oakland,94601,"2312 35th Avenue
Oakland, CA 94601
(37.78600254000048, -122.21369861299968)"
Green Carpet Clean,Cleaning Services,510-472-9327,425 Creighton Way,Oakland,94619,"425 Creighton Way
Oakland, CA 94619
(37.799797008000496, -122.17963639899972)"
Green Copy,Office/Retail,510-547-0646,5267 Broadway,Oakland,94618,"5267 Broadway
Oakland, CA 94618
(37.83703470400047, -122.25082901499968)"
Green Leaf Cleaners,Garment Cleaning,(510)505-9000,3918 Decoto Rd,Fremont,94555,"3918 Decoto Rd
Fremont, CA 94555
(37.571445732000484, -122.03177289599972)"
"Green Peak Insurance Solutions, Inc",Office/Retail,5105731108,38003 Mission Blvd Suite B,Fremont,94538,"38003 Mission Blvd Suite B
Fremont, CA 94538
(37.57636667100047, -121.97163578099969)"
"Green Retirement Plans, Inc.",Office/Retail,510-638-6331,"8080 Capwell Drive, Suite 202",Oakland,94621,"8080 Capwell Drive, Suite 202
Oakland, CA 94621
(37.73862367400045, -122.20291499499967)"
Green Spectrum,Home Remodel,415-999-4607,845 55th Street,Oakland,94608,"845 55th Street
Oakland, CA 94608
(37.839552900000456, -122.27138668599969)"
Green Star Solution,Office/Retail,5105740750,36262 Crystal Springs Dr,Newark,94560,"36262 Crystal Springs Dr
Newark, CA 94560
(37.533929041000476, -122.0597575699997)"
Greenberg Brand Strategy,Office/Retail,510-446-8156,1250 53rd St. Suite 5,Emeryville,94608,"1250 53rd St. Suite 5
Emeryville, CA 94608
(37.836357362000456, -122.28638486399973)"
"GreenHeart Global, Inc.",Office/Retail,510-261-7343,"1148 E. 18th St., #5",Oakland,94606,"1148 E. 18th St., #5
Oakland, CA 94606
(37.793462786000475, -122.24451953999971)"
Gregoire - Berkeley,Restaurant,510-883-1893,2109 Cedar St.,Berkeley,94709,"2109 Cedar St.
Berkeley, CA 94709
(37.87851760500047, -122.2685026479997)"
Gregoire Oakland,Restaurant,510 547 3444,4001 Piedmont Ave,Oakland,94611,"4001 Piedmont Ave
Oakland, CA 94611
(37.82575565600047, -122.2533196169997)"
Grove Street Kids,Office/Retail,510-843-5437,"1385 Shattuck Avenue, Suite A",Berkeley,94709,"1385 Shattuck Avenue, Suite A
Berkeley, CA 94709
(37.88227455200047, -122.26955440499972)"
Grub N Go,Restaurant,510-540-5282,2109 Allston Way,Berkeley,94704,"2109 Allston Way
Berkeley, CA 94704
(37.86948880900047, -122.2674847729997)"
Hacienda Business Park Owners Association,Office/Retail,(925) 734-6500,"4473 Willow Road, Suite 105",Pleasanton,94588,"4473 Willow Road, Suite 105
Pleasanton, CA 94588
(37.688489751000475, -121.89833439099971)"
Halbright Photography,Office/Retail,510-655-2633,2159 Emerson Street,Berkeley,94705,"2159 Emerson Street
Berkeley, CA 94705
(37.854747689000476, -122.26487243299971)"
Harley Ellis Devereaux,Home Remodel,510-268-3800,"360 17th St., Ste 210",Oakland,94612,"360 17th St., Ste 210
Oakland, CA 94612
(37.805869766000455, -122.26762208099973)"
Hatch,Office/Retail,510-339-7346,2054 Mountain Ave,Oakland,94611,"2054 Mountain Ave
Oakland, CA 94611
(37.82659642300047, -122.20940868699972)"
Head-Royce School,Hotel,510-531-1300,4315 Lincoln Ave,Oakland,94602,"4315 Lincoln Ave
Oakland, CA 94602
(37.808285671000476, -122.20436213299968)"
"Henn, Etzel & Moore",Office/Retail,510-893-6300,"1970 Broadway, 9th Floor",Oakland,94612,"1970 Broadway, 9th Floor
Oakland, CA 94612
(37.80879378300045, -122.26835222899967)"
Henry's Restaurant,Restaurant,510-809-4120,2600 Durant Ave.,Berkeley,94704,"2600 Durant Ave.
Berkeley, CA 94704
(37.868133887000454, -122.25633520999969)"
Herbivore,Restaurant,5106651675,2451 Shattuck Avenue,Berkeley,94704,"2451 Shattuck Avenue
Berkeley, CA 94704
(37.864413656000465, -122.26723532999972)"
Hesperian Cleaners Inc.,Garment Cleaning,510-481-5825,15848 Hesperian Blvd.,San Lorenzo,94580,"15848 Hesperian Blvd.
San Lorenzo, CA 94580
(37.68213228700046, -122.12839938199971)"
Hines 2100 Powell,Property Managers,510-658-2400,"2100 Powell Street, Suite 125",Emeryville,94608,"2100 Powell Street, Suite 125
Emeryville, CA 94608
(37.837197225000466, -122.30167807299972)"
"Hive, the place to bee",Restaurant,510-482-4428,2139 MacArthur Blvd,Oakland,94602,"2139 MacArthur Blvd
Oakland, CA 94602
(37.80051705200049, -122.21680869499971)"
Holiday Inn Express & Suites,Hotel,510-548-1700,1175 University Avenue,Berkeley,94710,"1175 University Avenue
Berkeley, CA 94710
(37.869408311000484, -122.29045331099968)"
Holmgren and Associates,Office/Retail,510-339-2121,1900 Mountain Boulevard,Oakland,94611,"1900 Mountain Boulevard
Oakland, CA 94611
(37.82912062000048, -122.2108171649997)"
Homemade Cafe,Restaurant,510-8451940,2454 Sacramento St.,Berkeley,94702,"2454 Sacramento St.
Berkeley, CA 94702
(37.86300683100046, -122.28131344699972)"
Homewood Suites Oakland - Waterfront,Hotel,510-663-2700,1103 Embarcadero,Oakland,94606,"1103 Embarcadero
Oakland, CA 94606
(37.78817145400046, -122.25139369399972)"
Hotel Durant,Hotel,5108094120,2600 Durant Ave.,Berkeley,94704,"2600 Durant Ave.
Berkeley, CA 94704
(37.868133887000454, -122.25633520999969)"
Hotel Shattuck Plaza,Hotel,510-845-7300,2086 Allston Way,Berkeley,94704,"2086 Allston Way
Berkeley, CA 94704
(37.86933673900046, -122.26820962899973)"
Hugh Groman Catering & Greenleaf Platters,Restaurant,510-647-5165,2315 Dwight Way,Berkeley,94704,"2315 Dwight Way
Berkeley, CA 94704
(37.86465764400049, -122.26226317899972)"
I Song Orthodontics,Dentist,510-528-2220,1301 Solano Ave. Suite 101,Albany,94706,"1301 Solano Ave. Suite 101
Albany, CA 94706
(37.890657803000465, -122.29266104999971)"
I.T. Pro Source,Office/Retail,925-455-7701,"2600 Kitty Hawk Road, Suite 115",Livermore,94551,"2600 Kitty Hawk Road, Suite 115
Livermore, CA 94551
(37.70054348700046, -121.81284015599971)"
ImageX,Printer,925-251-5600,6150 Stoneridge Mall Rd. suite 200,Pleasanton,94588,"6150 Stoneridge Mall Rd. suite 200
Pleasanton, CA 94588
(37.696856367000464, -121.92600223999972)"
Impact Printing,Printer,5107837977,23278 Bernhardt Street,Hayward,94545,"23278 Bernhardt Street
Hayward, CA 94545
(37.64204076100049, -122.1330950259997)"
In & Out Printing,Printer,510-351-7007,14628 Wicks Boulevard,San Leandro,94577,"14628 Wicks Boulevard
San Leandro, CA 94577
(37.69560084100044, -122.16382802699968)"
In Motion Center,Office/Retail,510-261-4570,1091 Calcot Place Suite412,Oakland,94606,"1091 Calcot Place Suite412
Oakland, CA 94606
(37.78136167300045, -122.2378809229997)"
Ingraham DeJesse Associates Inc.,Office/Retail,510-834-1629,"1629 Telegraph Avenue, Suite 300",Oakland,94612,"1629 Telegraph Avenue, Suite 300
Oakland, CA 94612
(37.80634081600044, -122.27041920399972)"
Inkworks Press,Printer,510-845-7111,2827 Seventh Street,Berkeley,94710,"2827 Seventh Street
Berkeley, CA 94710
(37.854310642000485, -122.2921470169997)"
Innate Chiropractic & Wellness Studio,Office/Retail,510-528-5216,916A San Pablo Avenue,Albany,94706,"916A San Pablo Avenue
Albany, CA 94706
(37.88973199600048, -122.29881099299968)"
Instor Solutions,Office/Retail,510 490 7475,44053 South Grimmer Blvd,Fremont,94538,"44053 South Grimmer Blvd
Fremont, CA 94538
(37.50439697200045, -121.9581056189997)"
"Integral Group, Inc.",Office/Retail,5106632070,427 13th St.,Oakland,94612,"427 13th St.
Oakland, CA 94612
(37.803267796000455, -122.27078423599971)"
Italian Colors,Restaurant,(510) 482-8094,2220 Mountain Boulevard,Oakland,94611,"2220 Mountain Boulevard
Oakland, CA 94611
(37.823112110000466, -122.20796747599968)"
Javelin Strategy & Research,Office/Retail,(925) 225-9100,"4301 Hacienda Drive, Suite 550",Pleasanton,94588,"4301 Hacienda Drive, Suite 550
Pleasanton, CA 94588
(37.694364101000474, -121.89456966399968)"
JBC Business Cards and Construction Support,Printer,510-638-3471,"9308 International Blvd., #C",Oakland,,"9308 International Blvd., #C
Oakland, CA 94603-1404
(37.74776496700048, -122.17287465799973)"
Jimmy Beans,Restaurant,510-528-3435,1290 6th St.,Berkeley,94710,"1290 6th St.
Berkeley, CA 94710
(37.879577207000466, -122.3014465389997)"
Jordan Rothstein CMT,Office/Retail,510 548-2594,1543 Shattuck Ave #101,Berkeley,94709,"1543 Shattuck Ave #101
Berkeley, CA 94709
(37.87868460700048, -122.26903563199971)"
"Julie Holcomb Printers, Inc.",Printer,5106546416,1601 63rd St.,Emeryville,94608,"1601 63rd St.
Emeryville, CA 94608
(37.84368740700046, -122.2913944879997)"
Julie's Cafe,Restaurant,925 216 5955,2562 Bancroft Way,Berkeley,94704,"2562 Bancroft Way
Berkeley, CA 94704
(37.868862110000464, -122.25789075599971)"
Jupiter,Restaurant,5108838277,2181 Shattuck Ave.,Berkeley,94704,"2181 Shattuck Ave.
Berkeley, CA 94704
(37.869808641000475, -122.26781450699968)"
K/P Corporation,Printer,510-351-5400,13951 Washington Ave.,San Leandro,94578,"13951 Washington Ave.
San Leandro, CA 94578
(37.70914230000045, -122.14601574899973)"
Kahlers Werkstatt,Auto Repair,9258292050,6117 Dougherty Rd.,Dublin,94568,"6117 Dougherty Rd.
Dublin, CA 94568
(37.70739174300047, -121.91030521899972)"
Karmakanix Audi/ VW & Porsche,Auto Repair,510-558-0111,707 Jones st,Berkeley,94710,"707 Jones st
Berkeley, CA 94710
(37.87470736000046, -122.30292514399969)"
Kate's Caring Gifts,Office/Retail,510-656-4438,36094 Asquith Place,Fremont,94536,"36094 Asquith Place
Fremont, CA 94536
(37.56149735700046, -122.0236626889997)"
Katovich & Kassan Law Group,Office/Retail,510-834-4530,436 14th St. #1120,Oakland,94612,"436 14th St. #1120
Oakland, CA 94612
(37.80417695400047, -122.2707684239997)"
Keetsa,Office/Retail,(510) 848-8970,2117 San Pablo Avenue,Berkeley,94702,"2117 San Pablo Avenue
Berkeley, CA 94702
(37.86754049700045, -122.29153704599969)"
"Kelly E. Lux, State Farm Insurance Agency",Office/Retail,510-521-1222,564 Park St.,Alameda,94501,"564 Park St.
Alameda, CA 94501
(37.75663551700046, -122.2489718809997)"
Kilalo,Office/Retail,510-338-0791,2067 Mountain Boulevard,Oakland,94611,"2067 Mountain Boulevard
Oakland, CA 94611
(37.82624348000047, -122.2093959449997)"
Kit Kitayama Elementary - New Haven Unified School District,Schools,510-475-3982,1959 Sunsprite Drive,Union City,94587,"1959 Sunsprite Drive
Union City, CA 94587
(37.60146941800048, -122.04988038799968)"
Know Audio,Small Manufacturer,510-903-1498,3421A Hollis St,Oakland,94608,"3421A Hollis St
Oakland, CA 94608
(37.82626820700045, -122.28425124599971)"
